,id,text,sentiment
18175,9702,tava morrendo de vontade de um pedaço de bolo de pudim abri a geladeira e n tinha mais :(,0.0
24942,16475,@CaraDaTabacaria Mas ja furei o nariz :(,0.0
3295,3294,"isto é só mais um exemplo da palavra, inveja :) https://t.co/7wtMtS421J",1.0
6788,6787,Até 4 de Maio este saco está com 20% de desconto. APROVEITEM!! :-) Amalia – Toranja https://t.co/CO13yCUDxO https://t.co/eav3J7oMAr,1.0
17831,9358,só queria ter sono regulado poxa :(,0.0
12255,3782,nao acredito que ja terminei girlboss :( amo a sophia,0.0
4525,4524,Vídeo novo no canal :),1.0
9328,855,não brinca assim comigo :( https://t.co/9XJHmVR2ch,0.0
12137,3664,"Amanhã vou comprar um tênis novo e to querendo comprar a camisa II nova do Corinthians, o foda é pagar 249,00 na camisa :(",0.0
16838,8365,Hoje eu vou ter que ficar até o final da aula :(,0.0
13984,5511,"@coisinhadopaulo ahhhhh mais que nenê :( quero por você em um potinho, meu deus",0.0
23098,14630,Escolhi o lado errado no ônibus :( https://t.co/JXjE7ZBnE7,0.0
2236,2235,Espero bem que sim &lt;3 — :) vais ver q sim! https://t.co/Zr7riT7Xhm,1.0
5035,5034,@solwdive Hmmm se calhar és mas tentas omitir/esconder :) mas vah o mapa astral n é 100% relatable,1.0
24095,15627,"@babyjimini @BTS_twt Pq isso? 
Ainda não entendi :(
I vote for @BTS_twt for Top Social Artist #BTSBBMAs",0.0
16006,7533,@elementlolz tu volto a fumar :(,0.0
20521,12052,Caralho :( https://t.co/RYvXRh18be,0.0
10195,1722,@pams_ch meu coração ta dolorido pam :( o q eu faço?,0.0
4847,4846,@AspireUpm @ASTIntlogistics @Talento_40 Que chulo! :),1.0
25783,17316,@MariaEmiliaRB fica tisti nao :(,0.0
5377,5376,Tive que silenciar certas pessoas no Twitter pq eu não sou obrigado :),1.0
5674,5673,Ces sao ridiculos chamando alguem de animal como xingamento :) animais sao as melhores coisas do mundo,1.0
8997,524,to com medo de pedir a minha mãe p me levar na festa da mnh amg e ela flr q n vai me levar pq tá chovendo. n quero gstr dinheiro com uber :(,0.0
19387,10915,*which*  sry :(  ai gente meu inglês cada vez pior,0.0
19910,11439,@brendasubilhaga @brunamaurina @relolta meu deus brenda eu achava que meu presente já estava comprado embalado e guardado só me esperando :(,0.0
20603,12134,"@huelindao aaa que merda, foda é se cai chuva forte no meio do rolê :(",0.0
15849,7376,"Mano, não vou poder votar a tarde pq vou tá na scl :(",0.0
23839,15371,@CSTICKERCOM im IOS :(,0.0
15251,6778,Mas estatística vai ficar para o ano. :(,0.0
3982,3981,"@Aderlissa Numzei né :) 
Talvez ele esteja, ou talvez ele só queira ajeitar as coisas com ela",1.0
624,625,tinha tantos planos pa hoje e acabei em casa o dia todo :),1.0
8562,8560,@svchagoldy O Anderson tambem vai encher a tua nao te preocupes &lt;3 :),1.0
23764,15296,o cabelinho :( https://t.co/ghFbXMlIUe,0.0
21077,12608,"pq eu fui esquecer o carregador do notbook,vou chorar :(",0.0
12832,4359,@masmarielisa Simmm :( hahah desisti de terminar,0.0
10254,1781,eu queria um pingente da minha tia pra ficar comigo mas não tenho coragem de pedir :(,0.0
23165,14697,Pedindo mt à deus pra afastar de novo esses pensamentos errados de mim :(,0.0
5836,5835,"@Friidaum preciso falar com você imediatamente sobre seu servidor..

OBS: Sou Youtuber me segue ai e vamos conversar :)",1.0
2014,2013,Já estou vendo que vou passar meu aniversário DORMINDO :):,1.0
7128,7127,Cornelius til Atalanta - interessant :) https://t.co/3TGeQ1ZX4y,1.0
19881,11410,@vlnerable eu e o shawn :(,0.0
25647,17180,"@Joleanos foco desde sempre, só falta vc me notar :(",0.0
21105,12636,wpp de geral voltando menos o meu :(,0.0
17454,8981,Namora?? — Nãooo :(  https://t.co/oqSvRiPFw1,0.0
2229,2228,1° dia de trabalho gorjeta logo :),1.0
11627,3154,"@luralover Entendi, eu sinto muito :(",0.0
17708,9235,"As meninas da faculdade falando mal de whind hj, fiquei bem triste :(",0.0
21229,12760,@tahbentivole ele teve um infarto :( ela ta substituindo,0.0
18942,10470,a vizinha desligou o wifi ontem de noite kkk :( &gt;&lt;,0.0
24005,15537,@HEROTlC po eu ate compraria mas eu nao pretendo fazer aula de violão agora :( se tu tivesse vendendo um teclado eu… https://t.co/Ce771JaIXC,0.0
21435,12966,"o ruim de ser o homem e a mulher em casa é que sou eu q tenho q jogar veneno na baratinha, q dó, q dó... não é bom karma matar um ser :(",0.0
13597,5124,Nnc te chupei em pé :( https://t.co/I4e6sp5p8E,0.0
24311,15843,HOJE EU TO 100% BAD VIBE BICHO E OLHA Q ISSO SO ROLA CMG 1 VEZ A CADA 3 ANOS :(,0.0
1113,1114,"E se eu,você e cada uma dessas pessoas que quiserem ajudar o próximo montagem um negócio social, vamos lucrar e ajudar os outros com isso :)",1.0
21287,12818,Que sdd :( https://t.co/IpdDO8GQmW,0.0
17128,8655,o furinho da minha orelhar fechou :(,0.0
4552,4551,COMIDAAAA :),1.0
24669,16202,@trizsyko @rollxjoint @tasparvo @Ornatoslaranja @afonsorb1 Não quero pais divorciados meu :(,0.0
16377,7904,"@paco_rdzarias Nets, Paco :(",0.0
2627,2626,@sousadianaa @dr0mztm O Mig é uma boa influência para mim... Disse a minha mãe :),1.0
25857,17390,"eu desaprendi a comer sushi
quase vomitei comendo hj :(",0.0
6406,6405,@Zackybrooo opo ate :),1.0
7483,7482,@noticiasemaudio Vamos fortes nessa parceria para melhorar a medicina brasileira! :),1.0
11105,2632,Não assistir o payback :(,0.0
18130,9657,"Éramos Um Grande team, o Love Era Tanto que até as Namoradas Faziam Ciúmes :(",0.0
24647,16180,Agora que percebi que nao tirei nenhuma dela com o Orlando estou triste :(,0.0
9052,579,Krai o Dioud ta morto ali na cadeira  :(,0.0
12479,4006,"essa noite eu dormi escutando maneva, crush me fez gostar mas foi embora :(",0.0
4972,4971,@diogomacbv *adormecer :),1.0
24124,15656,@riffdan @AaronLennon12 Está com uma doença mental séria :(,0.0
24175,15707,@truejaureguisex já assistiu alegrifes e rabujos ? nunca mais passou :(,0.0
5181,5180,Tenho um útero :),1.0
2162,2161,boa noite — Bom dia :) https://t.co/UlwZQxeEIK,1.0
20090,11619,@Bibsalbuquerque não fala mais no GRUPO do Whatsapp :(,0.0
4582,4581,"I vote to @BTS_twt for TOP SOCIAL ARTIST AWARD at the #BBMAs RT TO VOTE!      #BTSBBMAs
Olha que na Coréia ta de madrugada em :)",1.0
11430,2957,@prinzvonlicht_ HAHAHAHA que  m a l d i t o que sos :(,0.0
7057,7056,@pitabelmonte que remédio! :) Bom dia.,1.0
21428,12959,#StreamGiftForMX tava fazendo stream pelo celular e pelo PC tava estudando ent n usei a tag :(,0.0
2844,2843,@lui91262240 Espero gostar mesmo :) O que é que começa às 16h ou as 18h? Estou bué a toa em relação a Beach Party ahah,1.0
5772,5771,já podem pagar as promessas :),1.0
9262,789,"@belowrenco @dan_rocha q situação horrível, demoraram demais né... :(",0.0
5671,5670,"Dorinha do Sarney invade área pública, ou seja, rouba... :-) https://t.co/aubjyyYUJW",1.0
12788,4315,@LHFschneider :( pq nene?,0.0
23815,15347,@MaaaaaaariL ahhh :( mas vamos marcar alguma coisa antes de vc ir sis,0.0
13665,5192,"Amor nem te seguia :( já são muitos anos, qr estar contigo e obrigada por td",0.0
8221,8219,"Hj aprendi um pouco sobre átomos na escola :) (54)

I vote for @BTS_twt for Top Social Artist at the #BBMAs! #BTSBBMAs",1.0
17722,9249,dorme bem :(,0.0
10164,1691,@rafa_trevisani Ain fiquei assim semana passada todinha :(,0.0
14698,6225,Todo dia um 7x1 diferente :(,0.0
5696,5695,@MahBestilleiro que bom que o wpp é da pessoa né ? Aí ela posta o que quiser :),1.0
23234,14766,"qual a graça de postar foto zoada e da ovada? Parem pelo amor de Deus, não pensem em fazer isso :(",0.0
24388,15920,o mundo é tão cruel senhor! :(,0.0
4426,4425,"https://t.co/v1OlwVIajr blog ""Mitos e verdades sobre ataques de tubarões"" com novo lay out. :)",1.0
4010,4009,"@RuiMCB A esta hora, é mais chá e torradas.  Mas agradeço o voto de bom apetite :)",1.0
352,353,Atardecer :) https://t.co/Hxwj5vsRfs,1.0
21146,12677,@peqitw Aqui não voltou :(,0.0
15925,7452,"não tô acostumada com o frio de SP, acordei super doente :(",0.0
5297,5296,"Existe coisa melhor do que feriado em plena segunda?
Sim, BTS na frente. :)

I vote for @BTS_twt for #BBMAs Top Social Artist #BTSBBMAs",1.0
16304,7831,@xoxoleusin linda ne :(,0.0
11190,2717,Eu tô com muito sono é com muita dor :(,0.0
7584,7583,@Redsfusion de nadii :),1.0
3412,3411,"@_falcoa @lyasparkles @naadiakarine Me explica como vai ser tua rotina aqui então, sexta viajo, antes disso rola :)",1.0
10457,1984,sinto sua falta :( @wolveritos,0.0
2597,2596,"2o ano consecutivo a não estar com o meu pai nos anos, tipo almoço ou jantar porque simplesmente ele não está para ""fazer piscinas"".. obg :)",1.0
18895,10423,"@reehqueijao @yannbrs HAHAHAHAHAHAHA, tá bom gente tá bom :(",0.0
21034,12565,Em um ano 8kg eu :( https://t.co/JUM8AD8G3S,0.0
13962,5489,ta me batendo uma depre só de pensar que meu ano aqui nos EUA ta acabando :(,0.0
11764,3291,queria que maio fosse bem vindo :(,0.0
19820,11349,Estou triste :(,0.0
20866,12397,meu único problema do whats parar de funcionar é o dinheiro que ia ganhar com as placas :(,0.0
6843,6842,"@maracujinha deverias ter vindo ter comigo que ias rir um pouco. acho que te faria bem :) vá, qualquer coisa, manda mensagem e desabafa",1.0
25352,16885,"@Edduchaves Af é mesmo, tem isso :(",0.0
25505,17038,"@napeRx Eita :(
Boa sorte na caminhada, napeR!",0.0
16196,7723,@peppo_my_loove @srpedro @Srtatto_fc @justinbieber Um prêmio pro Justin e ele está perdendo :(,0.0
12354,3881,Soneca nem cabe mais lá :( @da1tempo @babsbarboza https://t.co/KkUd3uB2Se,0.0
21975,13506,"@ddysbigboy Da natura, aquarela, cobre tudo :(",0.0
10054,1581,@esquerdafestivo poxa :(,0.0
15919,7446,alguém me dá brócolis eu tô bem triste :(,0.0
12693,4220,quando começo a ver fts de cacheadas fico triste PQ O MEU N FICA BONITO IGUAL O DELAS???? :(,0.0
13202,4729,Falei pra ele não vir esperando que ele surgisse na minha porta :(,0.0
18913,10441,#SeSentindoTriste Bom dia ou não :(,0.0
14260,5787,"@lanawitness sim mana, ele tem 15 anos :( ms é muito legal, me seguiu no insta, a gente conversa por lá, pq lá eles n usam muito wpp",0.0
2412,2411,"Bom diiia viajante, mais uma manhã começando! Já conferiu as novidades do blog? Bora lá, compartilhe :) https://t.co/08FbK7Gqx4",1.0
341,342,fim de semana tranquilo sem pressão... e amanhã ainda eh feriado. Obrigado Deus :),1.0
1688,1688,@OSprintermax brigado mesmo assim :),1.0
19352,10880,@Vulgo_Jady saudades também :(,0.0
13987,5514,pqp só queria que meu cabelo ficasse assim :( https://t.co/ksFh8nNUn2,0.0
24887,16420,@Martinitz_ Chupala :(,0.0
15361,6888,@fernandaalices Cheguei agora no trabalho :(,0.0
5977,5976,"@Lekaparawhore isso meu amore, vão votar mais, ganhem :)",1.0
11092,2619,"@ilusoria_ logo voltarei espero :(
vou mudar pra Santos, tem Wi-Fi no circular, essa é nova pra mim heueheuje",0.0
25864,17397,"@Caarlos__F simmm, me entristece demais :(",0.0
22903,14435,queria tanto voltar pra contagem :(,0.0
18087,9614,Porque eu acordei agora ?:(,0.0
4071,4070,*Florida :),1.0
23861,15393,Se diz meu amigo mas não me chama pra viajar :(,0.0
10495,2022,"@doncasterl a tela dele parou do nada :( faço adm, é legazim até ejwjww ce pretende cursar que curso?",0.0
18390,9918,"eu não quero ir para a aula :(
I vote for @BTS_twt for the #BTSBBMAs Top Social Artist Award",0.0
11061,2588,bar :( : 13679e78-cbc2-411e-8a61-29255bd78fa8,0.0
6105,6104,uma vez eu tava imitando o michael jackson no box caí e hoje eu tenho uma cicatriz GIGANTE na minha testa :) https://t.co/xc1Gre3XAc,1.0
24859,16392,que saudade da minha irmãzinha :(,0.0
23487,15019,@leodefranca Eu toco em uma festa aqui no interior dia 13 :(,0.0
17024,8551,"@powwerbubbles Eu nunca tenho sorte quando vou ai, todo mundo tá ocupado :( hewqiheuqh",0.0
17661,9188,@dmtrentin Aiiii brincadeirinha :( vem cá me dar um hugzao,0.0
21079,12610,"ele pensou em louis, ele ia falar louis, mas ele não podia :( https://t.co/Qmcch8UWS4",0.0
508,509,[❀] Qual sua cor favorita? [❀] ❤ — Roxo :) https://t.co/5cu2cJ38yi,1.0
2683,2682,Acordando cedo pra sofrer por mais tempo :),1.0
12675,4202,O NOME DO MENINO É DYLAN caralho isso me fez imaginar a norma com o norman e o dylan to tristissima :(,0.0
23741,15273,"@Crisszorita Uf uf ia bs, estos lgbtiq+ de kk, joe, puta bida :(",0.0
5201,5200,pessoa :),1.0
18142,9669,@undercanalioti ta sim :(,0.0
13051,4578,Eu nao quero imaginar o louis chorando ouvindo Supermarket Flowers. :(,0.0
22019,13550,"@exlauriebluee Volta :( me xinga todo, me xoxa, mas volta",0.0
17690,9217,"@maniacadocapss sim, sei que vou sofrer disso :(",0.0
10360,1887,Só queria ela aq cmg. :// Sumiu do wpp. :(,0.0
18485,10013,fazia qualquer coisa pra não precisar ir trabalhar hoje :(,0.0
10817,2344,@XIYEONLYS duem :(,0.0
13572,5099,Voltando p SC :(,0.0
6563,6562,@Energgya de nada :),1.0
6293,6292,Aquele friozinho bom de noite... melhor coisa.. :),1.0
7301,7300,Dormir um poco :),1.0
6995,6994,Dia 5 chega meu colar do bts :) #BTSBBMAs,1.0
14028,5555,amanhã a aula do cursinho é de noite :(,0.0
20148,11677,@iamihiam Mas não tem só esse lado negativo :( tem muita coisa legal por trás,0.0
18824,10352,Tô triste que não cantou :(,0.0
6211,6210,"@httpsrealitys @unitedwithkcce como você começou agora, eu não vou falar nada, então, assiste que cê vai entender :)",1.0
12772,4299,@arianastunt n acredito que também são selenators :(,0.0
23431,14963,Nem as bandas q tocaram ficaram até o final é isso rola até hj. É bem triste :(,0.0
2287,2286,Que vontadinha de parar o ep a meio p ir comprar pão :),1.0
20292,11822,"@bnuro Sim :( meu Colégio tira muita chance de trabalho pq alem de acabar com meu psicológico, vai ate tarde...",0.0
2404,2403,"@ProjetoAnittaBR Eu amo demais essas músicas antigas :)
te amo meu amor @anitta",1.0
24710,16243,"@camzlovs Eu tb ja desisti, triste :( kkkk",0.0
15156,6683,Todo mundo aqui em casa dormiu eu to sozinha acordada aaaa não :(,0.0
9701,1228,Bct viu :(,0.0
5538,5537,@joaobrunken é em homenagem ao escritor AUTRAN DOURADO :),1.0
25859,17392,Sério até dói no coração lembrar de quando tu foi embora :(,0.0
18569,10097,matar aula pra beber na frente do mar não é mais a mesma coisa :(,0.0
14769,6296,@brunobit11 que tristeza :(,0.0
19170,10698,Ontem o céu do cefet tava a coisa mais linda queria ter tirado fotos :(,0.0
22188,13719,mentira :( https://t.co/6y9KdzpQRt,0.0
11659,3186,@yoongihurtsme Queria saber tambem. Eu nem uso spotify no celular por nao ter premium :(,0.0
11511,3038,que coisa mais linda as roupinhas o bonezinho e a boca rosadinha eu te amo tanto tanto :( https://t.co/NYor0m9Gul,0.0
23036,14568,Não sei lidar :(,0.0
5330,5329,@positivelylmj parabéns!! :),1.0
13744,5271,@badw0lfff Naooo ficava pouco :(,0.0
20502,12033,@moon_light_s2 fg nem sabes o quanto sad ando por causa disso.. :(,0.0
507,508,"Pode crer, @lucasdantas @mariwonka @jdoriajr :)",1.0
8550,8548,"@anandaporto @catowowman Tem PNL, conheço uma pessoa boa, se quiser :)",1.0
2742,2741,"@RadioRockPuro Aqui, muito trabalho! Filho adulto, estudante de Direito e Filosofia, ex seminarista :) Marido bem,… https://t.co/dlpGoYo3Bw",1.0
6597,6596,@Dakonash Obrigada por seguir nosso #ClubMundialSilviaNavarroBR :) #TuitUtil https://t.co/baliVeXrto,1.0
13683,5210,Gt vem aqui na porta me fazer companhia tô trancada pra fora de casa :(,0.0
5526,5525,"@aliIongbottom obrigada pelo elogio, cunhas :)",1.0
10544,2071,"To triste manos. Vou pra MSI nos dias 10,11,12. Queria a RED jogando :( Mas vamos vamos dar um show na torcida. AQUI EH BR! Japoru.. brinks",0.0
18011,9538,A minha película tá quebrando :(,0.0
1557,1558,Queria postar minhas mil fotos :),1.0
3123,3122,@NEEDEDSTYLINSON muito obrigada :),1.0
20298,11828,Hoje aquele dia q vc acha q vai tudo bem e não vai :( aí aí - Jesus na frente,0.0
25034,16567,Tô viciado naquele status q eu vi :(,0.0
14661,6188,A FLORZINHA DELE COMBINANDO COM O VESTIDO DELA :( https://t.co/60ZQGEdclM,0.0
9530,1057,#PositivityForNormani meu bolinho vai descansar :( estamos aqui ❤❤❤❤❤,0.0
16157,7684,@AndreHimself @gleickemer @lucasdeeiroz @larisfigueiredo @manjuba__ @MarianneMorais quero muito :(,0.0
7405,7404,@Calango meu niver é hj :),1.0
20290,11820,@cisvilwar meus pêsames :(,0.0
12251,3778,vontade de comer um :( https://t.co/S1EVZMnbgB,0.0
24719,16252,@namlais queria muito mozao :(,0.0
12801,4328,essa noite tive um sonho horrível com meu filho :( agora tô agarrada com ele eu amo muito esse cachorrão,0.0
12250,3777,volta pra sexta por favor (:(,0.0
22162,13693,Tô preocupada com ela :(,0.0
14593,6120,Baixando the blacklist plena e lembrei que o red foi ferrado pelo amor dele :(,0.0
9474,1001,"@TadeuMattosS cara, se for pra ver Super, que faz GT ser menos horrível, vê Boruto :(",0.0
8788,315,Aaaaaaa meu :-( que fofinho https://t.co/TxKNdX5XJb,0.0
13,14,"Se eu vos digo ""és parvo"" , ""não gosto de ti"" , entre outras é porque curto de vocês, por isso valorizem :)",1.0
18425,9953,Meu sonho ficar enrolada nas cobertas com o boy :(,0.0
4666,4665,"@MaraMoon_ V I C T O R 
e se for sem R q se foda :)",1.0
11085,2612,"Porra, Belchior tinha nada que morrer :(",0.0
5806,5805,@Rt_Cristao seja bem vindo A pazz! :),1.0
21412,12943,Os meninos do sf9 são tão lindinhos :( to triste,0.0
13063,4590,"@itsowlfia É a tensão, pq falta menos de um mês pra prova :(",0.0
1698,1698,"@NStholty @camilizws @BBBrega17 essa ""criança"" tem 15 anos :)",1.0
9313,840,@nunagld é nao é? :(,0.0
24173,15705,Vo ficar sem almoçar :(,0.0
24725,16258,@hallmendes Ai quero ser amigo dela :(,0.0
2286,2285,És muito giro mesmo! — Obrigado :) https://t.co/ucWw4gWVnD,1.0
4043,4042,@nuggetriste qual o nome? :),1.0
17166,8693,"@bruno_sick Não :( só de segunda, quinta e sexta",0.0
9789,1316,queria aquelas coisinha q a yohana tava comendo :(,0.0
15191,6718,"eu ate queria falar com ele, mas to com medo de acordar ele kk :(",0.0
25231,16764,"N deveria me preocupar, mas estou :(",0.0
14995,6522,selos aq :( https://t.co/F5uH1IIYUS,0.0
3337,3336,bom dia da melhor forma :-),1.0
4507,4506,Quer saber o que Le Wagon vale de verdade? Pergunte para um aluno :) https://t.co/kasMIaqxTF,1.0
22132,13663,que saco viu :(,0.0
18080,9607,eu queria o louis e o gnash sendo amigos :( o louis elogiando o projeto dele dos animais e o garrett dizendo como o louis tem um bom coracao,0.0
3885,3884,Muncim putin :) https://t.co/z5c1eUyz0t,1.0
22830,14362,"@aline_luz Valeu, abiga, vou ler! Foi muriçoca mesmo, lá não tinha maruim. Maruim incha logo a área, essa tá assim de tanto coçar :(",0.0
15277,6804,@jaymessenpai pelo menos isso ne :-(,0.0
12162,3689,"@laissilva010 Vi agora, só pra deixar o povo confuso, sinceramente viu :(",0.0
16366,7893,queria informaçao sobre como ta pra sair de caxias :(,0.0
24712,16245,"#PYTmentira ""Se você se inscrever e dar like, o youtube muda de cor...""

MAS NA VERDADE ESSES FDP MOSTRAM OS VIDEOS COM A FUNÇÃO COPIAR :-(",0.0
74,75,Wow. Deu vontade de rever. Amava. :) https://t.co/3v6C0ix85S,1.0
14050,5577,mano que saudade de comer cuscuz de arroz :(,0.0
4254,4253,@marafla591 deixa ganhar tb ... assim ela tem sua independencia  :),1.0
4068,4067,@crvghenrique96 Eu sdv todos que me seguirem! Divulga pfv?! :),1.0
22766,14298,Dani volta pra SP hoje :(,0.0
13838,5365,ah meu deus isso aqui com certeza fez a minha noite. que lindo :( https://t.co/00bEhbpArP,0.0
18621,10149,ainda nem saí de casa mas já quero voltar :(,0.0
1044,1045,"ah é você é bebê inocente ainda. desculpa meu amor, ela só quer leitinho mesmo :) https://t.co/jhJqfp6PzQ",1.0
9882,1409,agora fiquei abalada :( https://t.co/twrwuDmzxg,0.0
20381,11912,Tá ficando com alguém? — Infelizmente não  ! :( https://t.co/hs4EDDFo5c,0.0
12269,3796,parece q já n vejo o peixe há 10semanas :(,0.0
14791,6318,Mais  um pesadelo e tem 20mim q eu coxilei :(,0.0
25265,16798,@Art_Nascimento fico mt engraçado isso kkkkkkkkkdjdjdjj se eu conseguisse andar eu ia compra um corotinho mas estou de repouso :(,0.0
20202,11731,@nicolaujubs tao bonitinhaaaaas!!!! eu ja quase atropelei uma :(,0.0
11350,2877,"Minha melhor amiga teve o carro atacado nas manifestações, com o filho de 1 ano e.meio dentro. Ele não dorme sem gritar desde então.  :(",0.0
16776,8303,@biancacesaro eu acho que não faz falta :(,0.0
18679,10207,@yangdoyin @denise_moraes_ @akayona_ @FullDyck @kaichouyona @mih_nyan @pinsoka Mas faz com que ele morra aos poucos do mesmo jeito :(,0.0
25795,17328,As vezes sou Grossa com alguém mas é tão sem querer :(,0.0
14467,5994,Que saudade dos meus anjos juntos :( https://t.co/PdN0vkxTe0,0.0
325,326,@Duduzinhomc foi ótimo.. passei o dia todo com a minha vovó nada melhor que carinho de vovó... ❤ aliás ela te mandou um beijo :),1.0
17682,9209,@prmsx É triste :( queria ser uma barbie confesso,0.0
11010,2537,"Whatttttt estamos em maio!! A queima está aí a chegar e junto os exames e amigos, acabou o primeiro ano da minha faculdade... o quê?? :(",0.0
19533,11061,@laizacostelo sobra :(,0.0
10381,1908,Ñoo que feio :( https://t.co/HNOcdsobf1,0.0
5453,5452,"cara a Maria é tão amor, eu fico triste quando lembro q não gostava dela :)",1.0
20738,12269,cês sabiam que da pra reagir nos comentários tbm? eu não :( — se sentindo burro,0.0
11483,3010,Quero mt ir ao sumol :(,0.0
11654,3181,Falem cmg :(,0.0
2430,2429,@nilmoretto 1 a 0 não é surra. Acho q devia se chamar disputa verbal :),1.0
6608,6607,Adoro a minha sensibilidade :),1.0
5326,5325,@BrancasMeias @YUGYEOMORE @LuisMariz @justinbieber Miga desculpa te dizer...mais vê votou dois anos errado :),1.0
4064,4063,@IsabM ainda fomos molhar o pezinho. Estava gelada! :-),1.0
7546,7545,"New Cartoon 
For:@CuelimaCaue (eu)

By:@CuelimaCaue (eu)

RT+FAV 

Gostei :) https://t.co/WI3wXE5DEt",1.0
25286,16819,eu só queria ir p são chico mas infelizmente :(,0.0
5193,5192,@kethhfaria Parece-me bem! Muito bonito! :),1.0
22454,13986,ai que saudade de @elyndo :(,0.0
10335,1862,acho que não é quem você tá pensando :( — Kkkkkkkk berro me chama na dm https://t.co/12ZaTZXIra,0.0
21032,12563,to bem triste pelo wpp :(,0.0
23690,15222,nina não aparece :(,0.0
23603,15135,@freexxta amiga :(,0.0
20729,12260,@nathaliarous Seria meu sonho? hahaha Dell é caro :(,0.0
18439,9967,:( queria dormir,0.0
14029,5556,"@_pedrold o meu celular não tem memória externa, e iPhone tb não :(",0.0
12109,3636,"me senti inútil, pq não pude fazer nada 
vou ficar com a cena na cabeça agora :(
ele era tão pequenininho, tão frágil",0.0
21497,13028,@damnolicity e seus migos? :(,0.0
1367,1368,@lucasvraau @saddrobot ta com inveja do meu noc :),1.0
24190,15722,@ellennromero Aaaa que pena :/ ela era uma das melhores :(,0.0
18507,10035,"Acorda cedo, corre pra se arrumar, não toma café, sai correndo e o pneu do carro furado. :(",0.0
15868,7395,"eu falei umas bostas ontem, que não queria falar, isso me faz sentir mais lixo ainda. :(
isso com certeza vai afetar minha semana",0.0
8452,8450,"╰╰✿ Se participasse de algum filme, de que categoria gostava de participar?  ✿╮╮ ❤ — Ação ou comédia :) https://t.co/7YvzqFeZ7q",1.0
19798,11327,tô com tanta saudades do Marcelo :( #JustinBBMAs,0.0
8099,8097,Semail :) https://t.co/JlbT8rtnTJ,1.0
3612,3611,"Lucas, Rita e euzinho 1, buganvilia e outros arbustos 0

É bom ter amigos e uma mulher assim. :) — a ouvir... https://t.co/0qpaK9Y3RW",1.0
4800,4799,a minha vida é uma merda :),1.0
9142,669,"@zjmblows que pena :( saiba que se você quiser uma amiga conte comigo 
qual e o seu nome amor??",0.0
23363,14895,Meu coração fica partido de ver meus irmãos nessa situação :(,0.0
7389,7388,E depois e sexta :) https://t.co/xTL60SAV0k,1.0
3043,3042,E eu estou cheia de trabalhos e testes :) https://t.co/LKhcBPMx8p,1.0
14389,5916,Logo domingo vai ter Afromix afff :( podia ser no outro fim de semana,0.0
9482,1009,"@lelin_q vc nunca presta atenção em mim, que tipo de namorado vc é?? :(",0.0
14144,5671,Quero ouvir a voz do meu bebé :(,0.0
19303,10831,@antonio_thiags Pior que não :( os projetos são pra pessoas que realmente não têm condição,0.0
989,990,@coldxwaterx estou sim jaajajaja moro aqui também :),1.0
21083,12614,o meu ainda nao voltou :( https://t.co/lwku5PeRXE,0.0
8154,8152,@bystpt Tradução? :-),1.0
14991,6518,to apaixonada :( https://t.co/IsWG7SQd92,0.0
4973,4972,Hoje meu dia foi muito legal :) fiquei deitada o dia inteiro enquanto minha amiga tava no show da Simone e simaria :),1.0
12998,4525,Lamentável a morte da nossa Reitora :(... https://t.co/FV70GKkNcZ,0.0
2969,2968,Como arruinar o meu dia em segundos :),1.0
5618,5617,Um resumo do nosso 1º Carreteiro do Bem - no restaurante Trem de Minas na Lagoa da Conceição - Floripa :)... https://t.co/Bhwjd6zUsk,1.0
4901,4900,@DeCaraPraLua 1° de Abril já passou tem 1 mês ...  :),1.0
3740,3739,@WarxAkylio Bravo :),1.0
20525,12056,Queria poder levar o ps4 :(,0.0
20462,11993,"Você, bem. :( https://t.co/MAYgj1wqUt",0.0
12809,4336,queria tanto ir no pdm hoje mas não consegui pegar ingresso :(,0.0
13725,5252,@statwswift ai eles n segue né :(,0.0
21498,13029,sdd de passar o dia vendo himym :(,0.0
24004,15536,N aguento ficar mais sem celular :(,0.0
11440,2967,Que infravalorada está Troian :(,0.0
22323,13855,"@miguelpmmarques Mas já estaríamos a ter grande aventura,só queria ir poder outra vez :(",0.0
12807,4334,"@mmariaclaaraa é linda, shippo mto vc e a Vane e tenho inveja pq minha crush n liga pra mim :(",0.0
11671,3198,bar :-( : c149a1a4-dd54-4d7e-827e-4727ec93b61a,0.0
10570,2097,@KawaiiYahiko tá bom então gemidao do zap :(,0.0
21860,13391,meu deus eu amo tanto o bruno sério :(,0.0
9428,955,"Fico muito triste vendo eles fumando mano,eu como fã sinto bastante pq vai prejudicar muito a saúde dele mas fazer oq né :(",0.0
24377,15909,"P.D que homem sensacional, pena que mora longe :( to com sdds, com você é só risada jesus amado",0.0
22029,13560,"Eu assistindo esse jogo hoje, a alavanca parecia a alemanha..... :( kkkkk",0.0
362,363,Tô adorando Cabo Frio :),1.0
5417,5416,@paulinhadnn De nada! Mande sempre!! :),1.0
20658,12189,@Carolineaid @Alexcentrique Mais pq ? :(,0.0
20873,12404,"AINDA BEM NÃO 
Stou chateada :( 
Quero a fotinea do @IagoAleixo fazendo aegyo com efeito do Snow sim! https://t.co/vK8OxvWKW6",0.0
10060,1587,Tava olhando minhas fotos e... que saudade da minha barba :(,0.0
