"id","text","sentiment"
"3541","hje tem bebeto em madureira e não vou :(",0
"3542","nem bebi taaanto e to quase morto aqui
eu realmente n presto pra beber kkkkkk
:(",0
"3543","Gostei de um vídeo @YouTube https://t.co/sIWb3L0TKm LAST OF US #24 - FINAL!!! 2 ANOS SEM VOCE MIGHTY!! :( HOMENAGEM AO MIGHTY)",0
"3544","mas capaz de incomodarem ainda mais :(",0
"3545","@dortmunrd pq vc tá chorando amor :( https://t.co/vmRR9NVUDt",0
"3546","não consegui dormir direito hoje :(",0
"3547","minhas expectativas estavam muito altas pro clipe de alguém tinha que falar mas mudaram tanta coisa e eu tô só (:(",0
"3548","Eu amo demais :( https://t.co/l9CaNix474",0
"3549","Pra mim ele ainda é um bebe :( https://t.co/B2lMkpq6SS",0
"3550","https://t.co/2XwPWfpt6C
Quando sabes que amanhã tens de ir para a escola :(",0
"3551","@caiocnascimento também não vou, cara :(",0
"3552","@polerism ai que lindos :-(",0
"3553","@DMariazinha bem assim... só não sei se isso é bom ou ruim :(",0
"3554","@anetesr Se tiver um pra doar, tô aceitando, viu? O meu já era, tô desesperada. :(",0
"3555","@meutelefonetoca num pode zoar yasuo :(
yasuo é vida",0
"3556","@julemosz também :(",0
"3557","que dolor de barriga :(",0
"3558","@jhxxnp pudim, me abraça, tô na bad :(",0
"3559","Só queria meu namorado :(",0
"3560","@lucydelreyy ai mds, ta saindo manga novo do meu anime fav e eu ainda nem li o primeiro :(",0
"3561","ele eh um bebe :( https://t.co/ryYMMjIaXG",0
"3562","O ep que o pai do will aparece é muito triste puta que pariu :(",0
"3563","@Shekhinah_Kafe que coisa :(",0
"3564","alguém joga smite cmg pfv :(",0
"3565","@jeadrianne_ @Keellpohalouk Socorro que eu não vi isso? Ahhhh! Que saudade de vocês duas! :(",0
"3566","Mt fav p tão pouca dm :(",0
"3567","@NetflixBrasil Não era hoje que iria disponibilizar a 6ª temporada de SUITS? até agora nada :(",0
"3568","@lanaparrija já tem legendado? quero também :(",0
"3569","okay, o que vc faz quando seu gatinho ta dormindo tãao gostoso no seu colo, mas vc ta de blusa e tá com um calor do caraio ? :(",0
"3570","Minha vizinha morreu e a Solar tá agitada desde ontem :(",0
"3571","só queria ta no after da elevate agora :(",0
"3572","@camilasuxx @_brunasays Não era a minha intenção :( odeio isso tb!",0
"3573","Coitada dela ne mores :( https://t.co/qlpVQhnjz5",0
"3574","infelizmente importante demais :( https://t.co/UuPqZADmpj",0
"3575","@anabmei Aí dscpa eu escolhi esperar :( a gnt ainda pode ser amigas",0
"3576","mesmo que eu saiba que dylan fuma faz tempo eu não deixo de me preocupar eu sou tipo mãe e tava torcendo pra que ele tivesse parado :(",0
"3577","@saalisboa Queria me tacar da janela :(",0
"3578","@darlinganitta me ajuda tô muito abalada :(",0
"3579","A gente ri pra não chorar. Que tristeza aaaaa :-(",0
"3580","@092KJIN Que alívio. Espero que tenha melhorado. :(",0
"3581","vou trocar de computador, esse teclado ta ruim :(",0
"3582","@LucianoHuck @CaldeiraodoHuck @VampireAttract Me ajuda, LUCIANO :(",0
"3583","Gostei de um vídeo @YouTube https://t.co/cD2Yofp6XK LAST OF US #24 - FINAL!!! 2 ANOS SEM VOCE MIGHTY!! :( HOMENAGEM AO MIGHTY)",0
"3584","Ontem quando fui na adega logo encontrei a Beca mano fazia mó tempo que não encontrava ela, porem nem tive muito tempo :(",0
"3585","Eu quero pintar de rosa minha franja mas ainda tem tinta verde e fico cm pena de deixar um resto :( ESSA COISA É CARA",0
"3586","Me ajuda ae meu PC tá doente :(",0
"3587","Ugh tou tao mal disposta, digam me coisas bonitas :(",0
"3588","Ain ela viajou :( 
Mas algo me diz q vai tentar voltar logo.",0
"3589","meu pc não tá pegando :(",0
"3590","Minha cachorrinha criou um filhote, só que nasceu morto :/ :(",0
"3591","hoje faz três anos que o Field morreu :( que saudade dele",0
"3592","cara eu to muito triste que eu não vou conhecer o tom holland :(",0
"3593","@heartmad0nna sim, é o penúltimo :(",0
"3594","to sentindo a morte do Belchior com delay... ouvindo agora e sofrendo. :(",0
"3595","@nathirosch meus sentimentos :(",0
"3596","E adivinha quem era? Kkk 
EU MEEEXMA :(",0
"3597","@Gabilhonorio ai coitadaaaaaaa :(",0
"3598","@eternou Eu sempre passo por isso :(",0
"3599","Tia rose triste comigo ,  e eu triste comigo. :(",0
"3600","queria o after da elevate :(",0
"3601","vou ter que passar o dia estudando e nem vou conseguir votar direito :( I vote for @BTS_twt for the #BBMAs Top Social Artist Award",0
"3602","@IsabellaRaith Uva com doce de leite :( te amo",0
"3603","Omg eu estou quase a fazer anos :(",0
"3604","Uma série nunca me definiu tanto :( https://t.co/M9hMa07rB8",0
"3605","nesse luau só faltou as meninas e o julin :(",0
"3606","ai eu amo tanto exo :(",0
"3607","@ProjetoooHelp Já deu os meus cem votos :(
BELIEBERS AND DIRECTS
I vote for @justinbieber as “Top Social Artist” at #BBMAs",0
"3608","@hoseokiller era por causa q hoje era a votaçao :( dai achei q tinham adiado amr   I voted @BTS_twt for the #BBMAs Top Social Artist Award",0
"3609","@itsbodysay to feliz com qlq coisa assim deles pq fazia tanto tempo q eu nao tinha nadaaa :(",0
"3610","meu pai vai pra Espanha essa semana :(",0
"3611","@anafdamasio :( oque você vai fazer amanhã????",0
"3612","@gbsouzas agora ja irei no subway fazer lista de probabilidade :(",0
"3613","Eu vou ficar sozinha de novo :(",0
"3614","mina nota no simulado caiu bastante :(",0
"3615","o que resta é saudades.. :( https://t.co/yjuZYiZv2f",0
"3616","Eu só queria ir na peça :(",0
"3617","Manda me sms. Estou com saudades tuas. :( — Quem és? https://t.co/3PjZvK4qZp",0
"3618","@ilovemally Ela disse?? Eu não vi :(",0
"3619","@bebellefebvre11 @BTS_twt :( não sabia to bolado",0
"3620","@justalaurengurl assim eu me apx gabriella :(",0
"3621","@Rafaella_4012 @BTS_twt Oloko :( obg flor",0
"3622","@DosephBR mt pouco :(",0
"3623","Amanhã começa tudo de novo :(",0
"3624","Quero muito fazer meu aniversário, porém não tenho lugar :(",0
"3625","Não me apetece nada mas ainda tenho q ir estudar :(",0
"3626","@SabrinaVianna Já encheu o saco mesmo.. Melhor esquecer por enquanto. :(",0
"3627","Nem o Wi-Fi está bem e não dá pra falar nem com o Oi :(",0
"3628","@venk_napri você também? sacanagi :(",0
"3629","Eu queria tanto chocolate :(",0
"3630","dores nas coxas :(",0
"3631","@lucsdamiao que ódio :( #MileyNewMusic",0
"3632","@letitbIeed É que filme 2d infelizmente ja era, mas tbm n desmerece os 3d :(",0
"3633","6 - BS&amp;T É DE MATAR QUALQUER UM e queria aprender a dançar :( 

I voted for @BTS_twt for the #BBMAs Top Social Artist Award",0
"3634","o baile ontem tinha tudo pra dar certo até chegar homem branco hetero frango com batata doce...  :(",0
"3635","Tô com febre :(",0
"3636","me senti inútil, pq não pude fazer nada 
vou ficar com a cena na cabeça agora :(
ele era tão pequenininho, tão frágil",0
"3637","@poxaemi q legalll, niteroi eh d onde saiua rainha mc carol kkjjdk,, nosfa eu to sim :( segundo ano eh mt dificil aaa",0
"3638","@biebermaniasbra vamos perder pra bts :(",0
"3639","@Lay_vargas N ta não, tu me esqueceu :(",0
"3640","@tialuny to triste ainda :(",0
"3641","panda na me :(",0
"3642","@zhyungweak poxa :( eu tava com sono",0
"3643","Mas nem mozão eu tenho :(",0
"3644","Fizeram suco aqui em casa, de limão :(",0
"3645","Ligo o rádio na Lumen e aparece a Evangelizar. Fico sem alternativas :(",0
"3646","tô ficando doente :(",0
"3647","Preciso estudaaaaaaar mais :(",0
"3648","as maozinha pequenininha com os dedinho e o anel parece tudo uns paozinho :( https://t.co/4oKHRgflfk",0
"3649","@victoria_areal @LTeans @b Mas eu quero morrer cedo :(",0
"3650","@1verseoflore @BTS_twt A hastag! Tá mundo votando errado :(",0
"3651","queria fude fofo :(",0
"3652","Queria tomar uma Bud, mas tá tudo fechado.
:(",0
"3653","Queria rachar hj :(",0
"3654","Me como o no me como este suculento mango?:(",0
"3655","@isagoldcrvg poxa :(",0
"3656","@fanchally ah ss :(
vc tá fznd intercâmbio pra onde? eu to pensando em fazer daqui uns anos tb",0
"3657","fui no mercado comprar almoço e lembrei que é feriado :(",0
"3658","@bazIuhrman PELO AMOR DE DEUS VAMO :(",0
"3659","caralho :(",0
"3660","@cacstuss não quero que ele saia :(",0
"3661","Vai ter show do Zé Felipe, e eu não vou :(",0
"3662","vou fazer uma thread bem fofinho :(",0
"3663","n vou no alok :(",0
"3664","Amanhã vou comprar um tênis novo e to querendo comprar a camisa II nova do Corinthians, o foda é pagar 249,00 na camisa :(",0
"3665","fiquei mal? depois desse post da jessie pq minha alimentação é um cu e com crteza no que eu tento consumir tem mt açúcar :(",0
"3666","Eu não tô preparada pra ver a Maggie chorando :( https://t.co/AhnZtDLXQk",0
"3667","@karozeira AI MEU DEUS EU ACABEI DE GANHAR MEU DIA hauhaha &lt;3
Seria meu sonho poder atender minhas amigas :(",0
"3668","cara n vou mentir ver as armys trabalhando assim juntas é bonito pra caralho :(",0
"3669","@_juniu_ pfvr :( eu n tenho estrutura pra essas notícias",0
"3670","Inveja de quem foi no show da Anitta ontem :(",0
"3671","que dorzinha fdp é essa que eu tô sentindo :(",0
"3672","@AnneTogni As bichinha :( Parece que as empresas que organizam shows por lá não têm interesse... Mas era só fazer n… https://t.co/4WUxjS0Il5",0
"3673","sobre seu snap :( 
ta namorando ? — Não to não, sábado estavamos na casa de uns amigos. https://t.co/oVbXMeKKN1",0
"3674","fui tentar baixar a musica dos meninos, num deu :(",0
"3675","Eu geralmente não fico muito sentido com morte de artista não.. Mas essa do Belchior me pegou de jeito. :(",0
"3676","@victorsouz_ tbm cara :(",0
"3677","Ajude galera :(
https://t.co/aEw1s0A4wG
@ruivo_designer @BielArtzz @bielcartoons @yMatheusBr @gui_epicoxd @GuiexDnz @SlupBR @SplazDFx",0
"3678","to pensando sinceramente em ir pra capital AGORA, mas não tenho onde dormir :(",0
"3679","@hndsmslf Só vi isto agora :( obrigada, anjinho!",0
"3680","@btsilusions sério :(",0
"3681","Já votei as 100 vezes :(",0
"3682","isso eh mto triste cara :( https://t.co/iZQ4UTRqhZ",0
"3683","@apinkeus eu também :( quero você",0
"3684","Quero tar com ela :-(",0
"3685","Ver os amigos saindo sem vc pq vc eh pobre fumado e desempregado :( https://t.co/HYF6adlcEE",0
"3686","quero um squad :-(",0
"3687","Meu amor chorando ñ aguento :( https://t.co/Wd9i2C83R7",0
"3688","Nossa estou com uma grande saudade do meu Horse :(",0
"3689","@laissilva010 Vi agora, só pra deixar o povo confuso, sinceramente viu :(",0
"3690","tenho e ele faz muita falta :( https://t.co/JcJRKuQDq4",0
"3691","@livia_bianco eu ri kkkkkkkkkk
e me senti contemplada :(",0
"3692","@INOCCENTBR padrão kkk  nem sempre vai mostrar :(",0
"3693","Nao acredito que perdi meu celular :(",0
"3694","@JoaoCastroSport OMG :( Isso é de onde?",0
"3695","queria tanto saber desenhar :(",0
"3696","Paley de Scandal dia 18.
Pessoas normais: eu não posso ir. Odeio ser de outro país :(
Eu: VOU MORRER COM O TANTO DE FOTO E TUDO O RESTO AAAA",0
"3697","eu to tão orgulhosa delas :( #ClipeDepoisDas11 https://t.co/0ceWuV1Snm",0
"3698","@alohyungwon n te perdoou :(",0
"3699","@minigabbs Pena q n tem mais.. Acabou em 2015, baseado noa diários da produtora. Existem os livros mas n sei se tem traduzido em pt :(",0
"3700","@noxlovexlost pensei em adotar essa tática pesada.Desisti quando joguei meu cel longe pq alguém mandou meme do palhaço no buero no grupo :(",0
"3701","@jeanribs eu nem vi o vídeo pq o ato da pessoa que postou me irritou :(",0
"3702","@sailorzmoon @shinnerwind ai vcs apareceram na hora q eu saí :(",0
"3703","@conexaomagbra @ShawnMendes Não pode ter foto :(",0
"3704","@BLOCKBABES ata vc ta falando isso faz dias já &gt;:(",0
"3705","@maisasilva n tenho Facebook to trista :(",0
"3706","@MiiH_Depp na real vai ser o começo da aventura final, digamos assim, vai ser uma trilogia que vai encerrar a história :(",0
"3707","To indo pra casa :(",0
"3708","Não quero mais esse gato :(",0
"3709","@gabreieu pra mim disseram que é um prato italiano :(",0
"3710","""Podia ser a gente... mas eu q fui besta de não querer "" quem nunca ?! :(",0
"3711","@karozeira Nem vou atrás dos livros pq sei que não vou ler :( vou usar minhas férias p ver essas séries/filmes e pr… https://t.co/Xt0aSrJWTY",0
"3712","Minha mae que socorre nesses dias, mas né ela não está em casa :(",0
"3713","@eaicarols @comentsmari eu amo tanto tanto vocês :( minha saudadezinha de sempre",0
"3714","A sofia foi embora... :(",0
"3715","Acho que vou la mesmo :(",0
"3716","A despedida dói tanto que o verbo
partir só deveria ser conjugado se o
sujeito voltar! :,( :(",0
"3717","@medellinmell você agora tem um macho :(",0
"3718","Meu celular desligou :(",0
"3719","@peve_frota inclusive triste que essa não tocou :(",0
"3720","aaaaa poxa, cadê vose :( @jauregpix",0
"3721","@MrLCCunha @PodcastCDZ Poxa, vacilo mesmo :( prometemos dar conta dos comentários via Twitter no próximo! Palavra de Saintia!",0
"3722","descanse em paz :(
segue discursos funebres e relatos emocionantes de familiares e amigos https://t.co/HgRsRIZKYP",0
"3723","Página Não Encontrada :( https://t.co/L3ptVeAdb2",0
"3724","@knmj94 @BTS_twt Eu to usando a outra pras pessoas verem, tem mt gente que nao ta usando :(",0
"3725","@signreasons :( vamos tentar te animar
nao queri te ver assim",0
"3726","Eu só queria um rodízio japonês... seria pedir muito ? :(",0
"3727","@garnet_tt Vem me ver poxinha :(",0
"3728","@akatrindade tbm queria saber :(",0
"3729","compraram ontem
mas eu n tava c fome :( https://t.co/HN4xc4A9iy",0
"3730","Lá vou eu arrumar o guarda roupa quw arrependimento de jogar td no chão :(",0
"3731","@LightNetworkPE COLOCA ANTI X_RAY DEN9VO DAI TEM Q COMPRA BEDROCK E CARO E VEM POUCA AINDA! :(",0
"3732","E triste pq n vou ver :( https://t.co/q4hyekHaAS",0
"3733","#ClipeDepoisDas11 BATEU SAUDADESSSS :( https://t.co/KAMXwNo2H1",0
"3734","Acalorado :(",0
"3735","Fiz tanto cerol na infância que até hoje não consegui largar o hábito de quebrar tudo quanto é vidro da casa. :(",0
"3736","selena e bts na mesma categoria eu fico :( https://t.co/3dabQaS36w",0
"3737","eu tô babando no bolo que minha mãe fez mas não posso comer por causa do meu estômago :(",0
"3738","minha mãe vai sair e levar o celular :(",0
"3739","@lulsweber eu ia te avisar se fosse, néan?! Mas nem que eu tivesse rica ia ir, a gripe me derrubou legal! :( mas semana que vem é nóis q voa",0
"3740","@guilermebn Bebê tô IPhone 5s não no 7 
Aqui só tem o aplicativo mas meu número tá no 7 :(",0
"3741","@JunaoKosglad ooooh junao faz evento de skils dnv por um dia :( , eu estava viajandoooo",0
"3742","hoje eh aniversário do ruan e seria mt selado rolar umas geladas ahhh :(",0
"3743","quando vc quer ver a pessoa no dia seguinte, parece q o tempo fica 5x mais lento aaaa :(",0
"3744","@guilermebn Eu queria te ligar + tu não me add never :(",0
"3745","Foi? É verdade. :( https://t.co/rmfcWLNszk",0
"3746","dói os olhos ao ler as respostas :( https://t.co/5636yRYN5A",0
"3747","@961KD Descansei sim!!! Agora só falta comer alguma coisa gostosa, pois estou faminto. :(",0
"3748","Que lástima :(
Que dolor 
Que pena https://t.co/ZT2uH3TfzK",0
"3749","Odeio qnd as horas vão passando e eu tenho q começar a me arrumar p sair :(",0
"3750","quero meu celular :(",0
"3751","véi, eu pensei que sustentaria essa morte mais ta dificil :(",0
"3752","@esACarry eu só queria ter um amigo :(",0
"3753","Queria  ela  agora :(",0
"3754","a yas me mandou uma foto ontem que eu to na instiga até agora :(",0
"3755","@Claytonx_ Não ele n tem conta em nada, só no insta e ele n fala p mim :(",0
"3756","Saudades de Xaninha :(",0
"3757","@rayurach1 sdd cara :(",0
"3758","@rmbibs Não, é do lado! :(",0
"3759","aaaa saudades do bash :(",0
"3760","Que saudade do nego :(",0
"3761","@percyzjackson O que eu fiz? :(",0
"3762","@MiguelMartins1 Não entendi nada :(",0
"3763","@698EH Linda. :(",0
"3764","aaaaaa não quero ir embora daqui :( vo chorar horrores",0
"3765","Pior que eu falei que se não tivesse um reforço, não passaríamos das oitavas, também me incluo nesse tapa. :-(… https://t.co/p4H1sLgPaw",0
"3766","Meu anjo chorando :( https://t.co/Cr2rF3q52S",0
"3767","queria ter ido p praia, mas trabalhei hj de manhã :(",0
"3768","@__jullynegra É foda :( aqui ainda tem a audácia de não falar comigo, mas falar com minha mãe. Força aí preta.",0
"3769","estudantes de moda em crise
minhas folhas de papel canson acabaram
:(",0
"3770","@ellhabsburgo ai :( eu tenho mt medo que aconteça algo assim, espero que tudo se resolva",0
"3771","Qmd saber desenhar bué bem :(",0
"3772","Meu papai não quer que eu fique perto de você :( https://t.co/fHHPpPO0GN",0
"3773","desculpa ai galero mas eu nao to conseguindo votar em bts :( me perdoem",0
"3774","@JuhCaamps E mesmo :(",0
"3775","@viicsp Eu quero sair do 75% :(",0
"3776","Vou seguir todos de volta amanhã ja atingiu o limite :( 

GO MENDESARMY
#ShawnBBMAs https://t.co/YxS8fSX6sb",0
"3777","volta pra sexta por favor (:(",0
"3778","vontade de comer um :( https://t.co/S1EVZMnbgB",0
"3779","@94SNULL Pois já passou na hora do almoço, trate de comer algo, hm? :(",0
"3780","scheila deixou saudades em torre de babel :(
(era a... — nem lembrava dessa who hahaha https://t.co/sfGiabl80N",0
"3781","@zemiacamara @mateusafl eu só queria :(",0
"3782","nao acredito que ja terminei girlboss :( amo a sophia",0
"3783","@lucas_luscente Não era pra ser grossa, desculpa :(",0
"3784","tive um sonho horrível :(",0
"3785","@GuiRodriguess01 Que raivaaa fiquei mais de 1 hora na fila pra não conseguir entrar :(",0
"3786","@bieberfollowBRA Ultimamente está assim :( já tô acostumada BELIEBERS AND DIRECTS   #JustinBBMAs",0
"3787","@thr0es mas é tão lindo :(",0
"3788","@riyevlol Poxa :(",0
"3789","Anteontem tava tão linda, (eu acho) consegui nem tirar uma foto :(",0
"3790","eu amo tanto o jeitinho dele :( que saco https://t.co/ejHPswAXxL",0
"3791","eu tô tao apaixonado meu deus nao dá pra explicar como esse vídeo me trouxe uma paz :( https://t.co/5EtYGsRBDj",0
"3792","vou surtar de inveja com as etc que vão tirar foto com charlie quando ele tiver no brasil :(",0
"3793","Fico tao sad por nunca ninguém ser capaz de ir ver estes filmes comigo ao cinema :( https://t.co/blr92BHjEb",0
"3794","eu nunca escutei nenhum :( https://t.co/FZqT70880M",0
"3795","Preciso de uma chapinha nova :(",0
"3796","parece q já n vejo o peixe há 10semanas :(",0
"3797","@bybrgs é a primeira vez que pinto e tô aqui com a unha cheia de bolinha fula da vida a nem :(",0
"3798","@intoyoucabeIIo ariana sendo esmurrada com força :(",0
"3799","dia do trabalhador era suposto ser descanso :( #pessoaldeartesnaofaznada",0
"3800","Sonhei que era enxotado de uma festa de aniversário que tinham me convidado. :(",0
"3801","@_ribeiroa :( fica foda-se entao",0
"3802","o cabelão era tão lindo :( https://t.co/oR5Y0vsXaY",0
"3803","O Reid com medo de ter esquizofrenia :(",0
"3804","@julia_cimbras @ohmygabbe Hoje não posso :(",0
"3805","@deboraproenca21 Ahhh eu tbm 
Me isolei um pouco de redes sociais :( 
Tava precisando sabe!!",0
"3806","@Sayxxll @exoimaginesbr Só um monstro tem coragem de fazer isso com um bebê desses :(",0
"3807","o @NetflixBrasil o App tá fechando toda hora, impossível colocar as séries em dia :(",0
"3808","@anacIaraf aí eu uso :(",0
"3809","eu fiquei uma semana inteira sem tirar as pulseiras do meu braço :-(",0
"3810","Tem coisas que não da pra acreditar :(",0
"3811","Gente, eu tô muito confusa, sério :(",0
"3812","@Lineandrade16 Arrependido :( kkkk",0
"3813","@prongkins @tennackles mas gente eu to aqui agora :(",0
"3814","@Erickftrubius Bebe no pasa nada :(",0
"3815","@rolomoxd n to em casa :(",0
"3816","Não quero voltar pro job amanhã, não quero ver aquele povo feio e limitado. Oh lord me arrebata. :(",0
"3817","Pq não me da uma chance de te fazer feliz  ? :( —  https://t.co/4v1WvhndYS",0
"3818","eu perdi minhas outras contas :(",0
"3819","Minha casa não para limpa :(
Buaaaaaaaaaaaaaaa",0
"3820","@mrodgg não tá :(",0
"3821","O que aconteceu, tio Rafe? :( https://t.co/Qfqadhkkje",0
"3822","meu coração dói demais quando eu vejo alguém que eu amo mal :(",0
"3823","@suchjiki Yujin saiu para focar nos estudos :(",0
"3824","Deve ser lindo Jerusalém :-( a energia desse lugar deve ser sensacional",0
"3825","eu podia ficar horas apenas admirando o gif do meu fixado, tão lindo :(",0
"3826","OMG! esta tendo um incendio no show onde anitta esta! Espero q o icone esteja bem :( https://t.co/QO4P3jfjdh",0
"3827","@malenalright o que foi nenê? tá tudo bem? :(",0
"3828","@yoongiarts @BTS_twt aaaaa voi ajeitar agr, eu tava usando os tweets que a @ tinha posto no tumblr :(",0
"3829","@fairytalre mas você não é um problema boo :(",0
"3830","Gente minha tag estava errada, vou ter q começar dnv :( vou apagar os tuítes q estavam com a tag errada pra eu não me confundir ;)",0
"3831","Gravei um teste a tela ficou assim :( Oque vou fazer agora aff https://t.co/02Gg7ysxKV",0
"3832","#BTSBBMAs AINDA TENHO Q VOTA POR OTA CONTA NAM :(",0
"3833","@MEMATAPLS Nem me chamou p perder junto :(",0
"3834","@triumpharmony Tbm perdi :(",0
"3835","@LuanaMarqss Queria dizer bom dia, mas não trabalho :-(",0
"3836","me confundis tanto :(",0
"3837","@_Natthr @__Melima Revolta. Ela tinha que ter Morrido.... :(",0
"3838","que saudade viu :(",0
"3839","@PatatasLeigh nada :(",0
"3840","@andrezza32bits nossa me convida pro velorio :(",0
"3841","queria dormir mais um pouco mas n vai dar :(",0
"3842","ultima coisa que comi foi pizza na Amanda ontem, tem um buraco no meu estomago mas n consigo comer pq nada para nele :(",0
"3843","eu amo-te tanto :( https://t.co/rRecRyHTHh",0
"3844","@Paula_love_100 @BTS_twt Pelo que eu entendi, sim, flor. Também vou começar tudo de novo :(",0
"3845","o cabelinho molhado e o rostinho lavado ele é tão precioso :-( https://t.co/8RzdeH27jM",0
"3846","A enfermeira estourou a veia da minha mão ontem, agora parece que coloquei uma biloca por baixa da pele :(",0
"3847","@izumihyuk minha neném :( 
eu até poderia levar ela no veterinário mas não sei de um veterinário de animais ""exóticos"" em BH",0
"3848","@judashit em quem eu vou pisar agora :( https://t.co/OIHL647isd",0
"3849","Próximo feriado só dia 15 de junho :(",0
"3850","@deX_gohaN live Deuuuusss ♥
Faz tempo que eu n vejo :(",0
"3851","@taehvungk @BTS_twt eu vo picar o celular na parede nao aguento essas regras :(",0
"3852","@TuberNetwork @SrHeroOficial @androideira_br @RenanPlayBR_ @yBlackPE @PlayerEvilGamer Eu já tô doando :(",0
"3853","eu só queria saber porque meu jiyong tá emagrecendo tanto :( queria dar uns 5 pratos de strogonoff pra ele comer",0
"3854","bar :-( : 671e84a5-60f4-498a-80ce-d1b810e43ab4",0
"3855","Estou com saudades de você :(",0
"3856","@superjurnior até na fanbase a gente recebeu texto pedindo pra divulgar o bts e a tag :(",0
"3857","Tenho que ir embora hj :(",0
"3858","Só agora que eu vi que o belchior morreu :(",0
"3859","poxa ngm mandou ele aprender a usar twitter, eu queria ele aqui e nao o juliano :(",0
"3860","Pior coisa é vc assistir um filme e lembrar de alguém q nem fala mais com vc :(",0
"3861","eu tinha que votar pra minha bichinha selena, mas poxa :-( quero tanto que o bts ganhe",0
"3862","quero uma blusa de frio do buzz lightyear, alguem compra uma blusa de frio do buzz lightyear pra mim pf gente eh do buzz lightyear :(",0
"3863","@gabrieladias112 Oiii lindaaa, sdds tbmm! :(",0
"3864","Meu celular tá acabando a bateria :(",0
"3865","@cansancao01 Menino, guerreiro kkkk tava bem quente! Não consegui ficar lá dentro pq fico agoniado com o calor :( mas foi topppp dms",0
"3866","Abandonaram Isso Aqui :(  https://t.co/1jRNJcN4TB",0
"3867","@Viih_1901 ter dinheiro é tdb,mas eu n tenho :(",0
"3868","Meu joelho tá doendo muito, não quero ir ao hospital :(",0
"3869","@__desantiago Traiu o movimento :(",0
"3870","@byunlish Imagina se fosse isso? Melhor presente, um Baek :(",0
"3871","@slutoned Pse :( eu queria uma festinha com todos eles ,mas nós duas temos poucos amigos em comum",0
"3872","@joninun_ eu não sei se é dor de infeccao ou se é cólica mesmo, acho que vou no medico de uma vez to com medo :(",0
"3873","Ta
Obrigada :(",0
"3874","saudades da Ev :(",0
"3875","@allaanlimaa É sério vei :( .. vem aq hoje",0
"3876","@J_Janz Que dó :( é meio assim aqui",0
"3877","@dakomayi infelizmente :(",0
"3878","Gente essa kehlani é maravilhosa eu estou apaixonada por ela :(",0
"3879","EU VI ESTE EPISODIO ONTEM :( https://t.co/aPfyhn6iK2",0
"3880","@selenatorsloyal não tá, estou revoltada :(",0
"3881","Soneca nem cabe mais lá :( @da1tempo @babsbarboza https://t.co/KkUd3uB2Se",0
"3882","@kaioluine_ Fiz só p mim e p amanda :(",0
"3883","@_amaresia É o meu tipo sanguíneo :(",0
"3884","@iCristinaBieber :( selos acu",0
"3885","eu to sem netflix ai que tristeza meu deuzinho :(",0
"3886","queria conseguir votar nos meninos pelo site mas eu to sem pc :(

I vote for @BTS_twt for the #BBMAs Top Social Artist Award #BTSBBMAs",0
"3887","Close as strangers meu deus :( pra fechar com uma sofrencia, obrigada 5sos",0
"3888","Vendo fotos do role da família ontem e fiquei triste por não ter ido :(",0
"3889","eu to com tanta saudade de casa :(",0
"3890","@CodeCaptorMarcy :( deveria ter mandado o 3DS 8D",0
"3891","fogo :(",0
"3892","ain eu quero um namoradinho :( https://t.co/CGHvgplQ5J",0
"3893","@TK__1996 Níl, a chara. :(",0
"3894","@_amaresia Eu tenho que ir lá doar mesmo :( mas tô com medo de me barrarem, tô sentindo a minha pressão alta esses tempos",0
"3895","@ErikaLima Eu tô de dieta.. comi pouquinho e não bebi .. :(",0
"3896","tô triste com essa fotinha do biscoito :(",0
"3897","Ninguém  pra ir na rede unida  pra mim :(",0
"3898","@subversiva Calado é um poeta! :(",0
"3899","Hoje acordei com mais saudades da minha cachorra do que ontem e ontem-de-ontem, nossa vei que dor no peito :(",0
"3900","Eu queria que as minhas caras sérias bonitas saíssem bonitas na foto também mas nunca rola :(",0
"3901","me desculpa :( — so desculpo se me chamar na dm https://t.co/Fy0roNjUYY",0
"3902","Amanhã tem recuperação :(",0
"3903","@godomel Infelizmente meio ambiente no Brasil se resume em ""papel"".
Tem leis? Tem! Elas são atendidas ou executadas? Não. :(",0
"3904","@meteorocl @buscaluan também te amo ❤, se cuida tu também :(",0
"3905","@drogabru Que eu to dodói :(",0
"3906","@Iaureira @cafa__cafajeste @gioddutra queria eu :(",0
"3907","@xwluds pesada essa :(",0
"3908","@Netflixhelps já, não adiantou :(",0
"3909","eu n aguento mais receber tanta noticia de morte de pessoas conhecidas :(",0
"3910","saudades de praticar esportes :(",0
"3911","@pirata2191999 5,6,7 , não vou aguentar sem um coach com tanta qualidade :(",0
"3912","tô louca p fazer uma tatuagem mas minha mãe nunca q vai deixar :(",0
"3913","Tô com dó do meu Flamengo, vai jogar na quarta, e no domingo vai tá cansadão :(",0
"3914","@souanaz Simm, infelizmente é assim mesmo ahushsusjsus. N vai mudar :(",0
"3915","Eu declaro-me bue à Soraia ela só diz ""n vamos ser mais amigas"" :(",0
"3916","lee hyeri voce e linda e nao precisa mudar nada em voce pq voce e linda assim como voce e :(",0
"3917","Eu tô muito decepcionada comigo mesma :(",0
"3918","olha esse pezinho :( https://t.co/DLxEkDuVe1",0
"3919","@AnaLetc61609531 eu já quebrei o pulso uma vez, e foi muitoo ruimmm!!! imagina a perna :(",0
